,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
80,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T02:46:20.000Z,"Giat pembuatan saluran di Jl. Panjang Cidodol RT 008 RW 05 Kec. Kebayoran Lama
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,3,"['https://pbs.twimg.com/media/E2XKddxUYAIKs__?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2XKdeAVIAEgu2j?format=jpg&name=360x360']",https://twitter.com/DinasSDAJakarta/status/1397745960290189312
81,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T02:00:31.000Z,"Kegiatan pengerukan di PLTU Ancol Jalan Pintu Carnaval Ancol Kec. Pademangan
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,2,['https://pbs.twimg.com/ext_tw_video_thumb/1397734374230036481/pu/img/vjACHBsbLW-37fNk.jpg'],https://twitter.com/DinasSDAJakarta/status/1397734428269432835
82,Pemadam DKI Jakarta,@humasjakfire,2021-05-27T01:37:58.000Z,"Petugas #DamkarDKI mengevakuasi ular sanca dgn panjang -/+ 2,5 meter di Jl. Tanah Tinggi Barat (Kota Paris) RT 4/5 Kel. Tanah Tinggi Kec. Johar Baru Jakarta Barat (27/5/2021) #JAKI 
@DKIJakarta
 @aniesbaswedan
 @ArizaPatria
 @dprddkijakarta",,,,,3,"['https://pbs.twimg.com/media/E2W64j7UUAIfHNn?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2W65EaVcAILOpf?format=jpg&name=small']",https://twitter.com/humasjakfire/status/1397728754558902275
83,JakShared,@patriot016610,2021-05-27T01:27:50.000Z,"Ibu kota 
@DKIJakarta
 satu satunya propinsi dengan nilai IPM diatas nilai 80 atau sangat tinggi.
Capaian Dimensi Indeks Pembangunan Manusia DKI JAKARTA 2020 sangat baik.

Pasti nya warga jakarta merasakan kebahagiaan di era Gubernur 
@aniesbaswedan
 
Terbukti program tepat Sasaran",,🎞,,2,5,['https://pbs.twimg.com/media/E2W4j_BVkAEvXeK?format=jpg&name=small'],https://twitter.com/patriot016610/status/1397726205688762369
84,Pembaca Saja,@Rentonized,2021-05-27T01:22:12.000Z,"Cari muka ngomong prioritaskan kemerdekaan Palestina, ntar klo ditanya emang udah berbuat apa aja utk warga 
@DKIJakarta
 mingkem, ngakunya udh kebal kritik, pdhl sih memang bodoh spt kata google.. bener begitu nis 
@aniesbaswedan
 ?!?",,,1,2,2,[],https://twitter.com/Rentonized/status/1397724788290818049
85,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T01:17:18.000Z,"Giat Pengurasan Saluran PHB di Jl. Ahmad Yani RW 06 Kel. Utan Kayu Selatan Kec. Matraman
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI 
#perlutahu
#OperasiSiagaIbuKota
#jagajakarta",,,,,1,"['https://pbs.twimg.com/media/E2W2BulVoAEruJV?format=jpg&name=small', 'https://pbs.twimg.com/media/E2W2BuoVoAAw5YH?format=jpg&name=small']",https://twitter.com/DinasSDAJakarta/status/1397723555895250945
86,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T01:16:08.000Z,"UPDATE Tinggi Muka Air, Kamis 27 Mei 2021 Pukul 08.00 WIB. 
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru
#PerluTahu
#JAKI
https://facebook.com/DinasSDAProvDKIJkrt/…",,,,,1,['https://pbs.twimg.com/media/E2W15MuVgAMxTPx?format=jpg&name=small'],https://twitter.com/DinasSDAJakarta/status/1397723261312507915
87,Anis Fauzan,@anisfauzan1,2021-05-27T00:14:21.000Z,"Kenapa Kepala Dinas Pemuda dan Olahraga tak termasuk? Itu event paduan suara yg viral di Masjid Istiqlal bukannya dibawah dinas Pemuda n Olahraga? 
@DkiSantoso
 @RAMujiyono
 @alimuhsuharli
 @DKIJakarta","Tribunnews.com
@tribunnews
 · 13h
Ini 7 Pejabat DKI yang Mengundurkan Diri di Era Gubernur Anies
 
https://m.tribunnews.com/metropolitan/2021/05/27/ini-7-pejabat-dki-yang-mengundurkan-diri-di-era-gubernur-anies… via @tribunnews",,,,,['https://pbs.twimg.com/profile_images/1373851008560812035/x57AQzF5_mini.jpg'],https://twitter.com/anisfauzan1/status/1397707713870585859
88,Dinas Sumber Daya Air DKI Jakarta,@DinasSDAJakarta,2021-05-27T00:11:10.000Z,"PDATE Tinggi Muka Air, Kamis 27 Mei 2021 Pukul 07.00 WIB. 
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru
#PerluTahu
#JAKI
https://facebook.com/DinasSDAProvDKIJkrt/…",,,,1,3,['https://pbs.twimg.com/media/E2WnBDTUYAEjQCh?format=jpg&name=small'],https://twitter.com/DinasSDAJakarta/status/1397706911089270786
89,Satpol PP DKI Jakarta,@SatpolPP_DKI,2021-05-27T00:01:58.000Z,"Data Pengawasan dan Penindakan Pelanggaran PSBB oleh Satpol PP DKI Jakarta periode 11 Januari s/d 26 Mei 2021 (Berdasarkan Pergub No.3 tahun 2021)
.
Salam sehat dan selalu patuhi Protokol Kesehatan
.
@aniesbaswedan
@ArizaPatria
@JSCLab
@DKIJakarta
#JAKI 
#DKIJakarta 
AG",,,,,,"['https://pbs.twimg.com/media/E2Wk6LfUcAILvUq?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2Wk6r_VcAAH98C?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2Wk6XCVcAQcq99?format=jpg&name=360x360', 'https://pbs.twimg.com/media/E2Wk7CIVoAA3_H0?format=jpg&name=360x360']",https://twitter.com/SatpolPP_DKI/status/1397704595745374210
